review_content,Sentiment
Its a nice product working just fine without any issues and built quality is nice as well,4
Wireless product,5
Bottle quality is not good.,1
Best for hot water,4
"As per the price, bottle is not sturdy and very light weight. Kettle is also thin but heats fast. Like other market standard both bottle and kettle should be sturdy. Has to handle very delicately otherwise dent will be inevitable.",3
The product is a good package. The bottle accompanied is a regular steel bottle and not a thermos. The kettle is very difficult to clean so better avoiding doing anything which stains it. The switch seemed to get jammed but with a little push it started to work again.,3
Steel Quality not good,1
"The kettle is good for winters. You can boil the water within a few minutes. But the length of cord is short. It would be better if it is long.Overall, the experience was good. You can go for it. It is truly an amazing product for your parents. That's why I'm rating it 4 star.",4
Good,4
ProsCan use for preparing purée and small portion grindingsLess noiseLess space requiredEasily portable compact in sizeConsThe small jar started to crack a bit don’t know when it will break completely need to check if there is separate jars available.Takes time to grind both wet items as well as dry items,3
"The product working  is well, I have face one issue, immediately I contact customer service, that person was clear the problem within a days.  Happy to purchase the product..",4
"It stopped working within 2 uses, but the cookwell company replace it with a new one within 10 days . So a 5 star to cookwell services.",1
Good product..easy to use..worth the money. Warranty was easy to claim as well,4
Good,4
"The product is working well... it's been more than half a year now... and I had an issue with one of the blades that started leaking while in use, but I have contacted customer support and they were very helpful and offered me a new blade... All in all, I am happy with my purchase... :)",5
"Good one easy to use and if any machine problem, service is also very good.",4
"Portable, easy to use, does the job well. However, cleaning of blades felt difficult with brush provided. Some swab style cleaning brush at one one end probably would have done better.Overall nice Chinese product to have",4
Its battery durability is less,2
Nice product,4
"Overall Very good products and value for money , go for it",4
"Good product as expected and really removes the lint from clothes, see how long battery works .",4
Excellent product,5
It was just osm. I was so shocked after using it. Too good I recommend everyone to buy it. It's very useful seriously,3
"Works great  and easy to use, powerful too",5
Value for moneyHeat power goodOne loss point that is temperature control bottom not added,3
My 88 year old mother finds it effective and easy to use.,5
"It's tiny and easily warms up the room .. portable... It will stop if we turn the knob close to minus or if there is fluctuations in the current, else it's fine..",3
"Hi Team, Seller I would like to bring to notice that the while operating "" there is very irritating noise that is not very good while working.Not up to the mark Havells with such brand figure has failed miserably to justify the same  . Heating capacity is good for Delhi chilling cold but the sound or noise is very irritating",2
It's good for making a room hot with temperature.,4
Good purchase2.5 feet cord lambi hoti toh max aata mazzza,5
I am writting this after 4months usuage ,1
"Go for it as suction power is too good, only cons is dust capacity is very limited as we need to clean frequently",3
